UID	DLCL-0001	DLCL-0002	DLCL-0003	DLCL-0004	DLCL-0005	DLCL-0006	DLCL-0007	DLCL-0008	DLCL-0009	DLCL-0010	DLCL-0011	DLCL-0012	DLCL-0013	DLCL-0014	DLCL-0015	DLCL-0016	DLCL-0017	DLCL-0018	DLCL-0020	DLCL-0021	DLCL-0023	DLCL-0024	DLCL-0025	DLCL-0026	DLCL-0027	DLCL-0028	DLCL-0029	DLCL-0030	DLCL-0031	DLCL-0032	DLCL-0033	DLCL-0034	DLCL-0036	DLCL-0037	DLCL-0039	DLCL-0040	DLCL-0041	DLCL-0042	DLCL-0048	DLCL-0049
21429	0.72	0.81	0.76	0.43	1.1675	0.38	0.164	1.03	0.8955	0.666	0.83	0.741	0.73	0.89	0.5955	0.64	0.346	0.95	0.07	1.61	0.9145	0.9335	0.8225	1.209	1.339	-0.0925	0.7835	0.0485	0.6385	0.413	0.122	0.7225	0.867	0.333	0.279	0.781	1.214	-0.17	0.74	0.81
21430	0.35	-1.8895	-0.38	-0.821	0.0995	-0.09	0.9175	-0.28	-0.186	0.042	-0.1315	0.08	-1.77	-0.25	-1.107	-0.67	-0.068	-2.06	-0.54	-2.56	-0.536	-0.15	-0.1245	-0.5925	0.5475	-0.461	0.0005	-0.5475	-0.1395	-0.3815	0.6625	-0.3075	-0.1565	0	-0.318	-0.556	-0.537	0.36	-0.76	-0.11
21431	0.73	0.4745	0.27	0.08	0.587	0.59	0.539	0.61	0.6085	0.0515	0.56	0.712	0.62	-0.41	0.4905	0.64	0.236	0	0.21	1.07	0.0185	0.2495	0.1625	0.6095	0.688	-0.0065	-0.167	0.0115	-0.32	0.035	0.673	-0.1105	0.0445	0.305	-0.14	0.626	0.065	0.04	-0.58	-0.29
21432	-0.78	-1.0285	-0.77	-0.253	-0.6205	0.13	-0.715	-0.88	-0.741	-1.1775	0.0685	-0.16	1.18	-0.53	-0.508	-0.3	-0.818	-1.11	-0.43	-0.84	-1.519	-0.5395	-0.832	-1.0075	-0.7625	-0.7405	0.0935	-0.304	-0.4775	-0.3165	0.071	-0.2215	0.725	-1.075	0.076	-0.625	0.147	-0.4	-0.74	0.3
21433	-0.34	-0.1855	-1.08	-0.69	-0.672	-0.33	-0.406	-0.34	-0.1805	-1.9535	-0.5855	-0.3	-0.75	-0.47	-0.5015	-0.28	-0.294	-1.22	-0.51	-0.34	-0.626	-0.5675	-0.9085	-0.056	-0.165	-0.8085	-0.304	-0.0555	-0.8825	-0.4225	-0.6175	-0.171	0.597	-1.212	-1.273	-1.095	-0.459	0.28	0.39	-0.31
21434	-0.334	0.5005	0.41	0.83	0.5525	-0.16	0.8775	-0.433	-0.1845	-1.0035	0.538	0.34	-2.37	0.23	0.577	0.34	-0.657	-0.04	-0.1	-0.34	0.1155	0.4065	0.2585	0.6065	-0.111	0.0765	-0.385	-0.659	0.737	0.0475	0.625	0.1035	-0.198	-0.269	-0.285	-0.764	-0.077	-2.16	1.97	0
21435	-0.48	-0.808	-0.5	-1.36	-1.5135	-0.56	-0.2785	-1.79	0.003	-0.1775	0.1195	-0.8	-0.18	0.09	-1.0705	-0.72	0.244	-1.29	-0.65	-1.78	-0.9445	-0.591	-0.7935	-0.918	-0.8445	-1.2845	-1.8955	-0.0085	-0.203	-0.402	-1.132	-0.9775	0.1505	-3.043	-0.041	-0.304	-1.536	0.78	0.37	1.07
21436	1.22	1.1	1.01	-0.75	-0.2355	-0.19	0.64	-0.91	-0.307	-0.17	-0.2075	0.347	0.591	1.29	-0.4775	-0.01	0.668	-0.76	0.09	0.82	-0.533	-0.139	-0.1725	-0.3775	-0.878	0.487	-0.762	0.0925	-0.168	-0.457	1.1685	-0.348	0.474	0.145	-0.28	0.284	-0.824	-0.68	-0.19	0.74
21437	1.06	-0.3325	0.19	0.84	-0.7295	-0.3	1.0125	1.15	1.015	1.722	0.6165	0.88	-0.31	0.79	1.313	1.34	0.368	0.22	1.57	-0.62	-0.1105	1.133	0.861	1.315	0.3345	0.2205	0.7675	1.62	-0.203	1.207	1.022	1.166	-0.296	-0.885	0.655	0.318	0.169	1.33	0.95	0.24
21438	1	0.0325	-0.14	-0.44	1.007	-0.53	-0.168	-0.4	0.7505	-1.3235	-0.5085	-0.93	0.072	-0.91	0.304	-0.77	-1.44	-0.22	-0.97	-0.31	-0.349	-0.636	0.3355	0.785	0.334	-0.2235	0.126	0.204	0.2815	-0.0945	0.518	0.015	-0.365	-0.525	-0.56	-1.244	0.166	-1.16	-2.52	-1
21439	-0.5	-0.335	0.05	-0.01	-0.7335	0.24	0.4905	-0.92	0.2505	-1.8255	-0.107	-1.5	0.05	-0.52	-0.927	-0.32	-0.626	-0.85	0.18	-0.18	-0.677	-0.7795	-0.278	-0.3385	-0.559	-0.72	0.2625	0.0935	-0.2025	-0.4115	-0.279	0.0195	0.6955	-1.62	-0.685	-0.771	-0.166	0.82	-0.24	-0.47
21440	-0.44	-1.1375	-0.6	-0.56	-1.13	-0.62	0.1815	-0.61	-1.898	-1.1475	-1.562	-0.665	-1.547	0.01	-0.7485	-1.383	-1.185	-0.94	-1.18	0.2	-0.5595	-1.491	-1.064	-0.634	-1.916	-0.4075	-0.721	-0.585	-0.6975	-0.5665	-0.7125	-0.497	-1.662	-1.444	-2.582	-1.955	-0.768	-0.35	0.76	-1.67
21441	-1.62	-0.606	0.6	-0.24	-0.1185	-0.39	-0.401	-0.2	-0.2165	0.124	-0.3805	0.05	-0.44	0.12	0.909	0.5	0.302	-0.531	-0.94	-0.79	0.0075	0.232	-0.672	0.7035	-0.227	-0.8125	-0.2345	0.3315	-0.437	-0.8235	0.693	0.8355	-1.203	-0.163	-1.265	-0.847	-0.88	-0.57	0.69	-0.73
21442	-0.29	-0.032	-0.1	-0.43	0.239	-0.42	0.3765	-0.93	0.186	-0.7245	-0.034	0.55	0.48	0.33	-0.0205	-0.382	0.472	-0.365	0.04	-0.8	-0.81	0.1335	0.4715	0.063	-0.9155	0.1265	-0.03	-0.1275	0.098	-0.302	-0.503	-0.1305	0.431	-0.361	-0.37	-0.697	0.577	-0.07	-0.67	-0.26
21443	0.55	0.437	0.12	-0.17	-0.114	0.54	0.015	0.04	0.4725	0.691	-0.0865	-0.6	0.04	-0.22	0.563	0.32	0.409	0.17	0.06	0.81	0.07	0.4645	-0.5405	0.393	1.254	-0.0105	0.3535	0.1565	-0.065	-0.034	0.466	0.756	-0.085	-0.479	-0.011	0.036	0.533	0.63	-0.3	0.3
21444	-1.04	0.723	0.44	-0.26	1.4325	0.58	-0.614	-0.25	0.641	0.1475	1.3375	0.96	1.403	0.63	1.0335	-0.01	0.374	0.919	0.81	1.55	1.5035	1.1175	0.221	1.531	1.4635	0.917	0.2955	-0.0585	1.065	0.088	0.277	0.3335	0.02	0.882	1.962	0.439	0.573	-0.79	0.52	0.91
21445	0.03	-0.5015	0.06	-0.31	-0.539	-0.06	0.8585	-0.16	-0.296	0.3225	-0.06	0.011	-0.39	-0.24	-0.2645	-0.44	0.682	0.79	-0.28	0.99	0.0495	0.008	-0.57	-0.332	-0.0745	-0.1945	-0.3815	0.0625	-0.3945	0.367	-0.3855	-0.025	-0.3805	-0.343	-0.848	-0.247	-0.357	-0.17	0.48	-0.22
21446	0.6	-0.086	0.74	-0.26	-0.7585	-0.44	0.6455	0.88	-0.641	0.5675	-0.3395	0.56	-0.48	-0.62	-0.213	-0.39	1.468	0.58	-0.51	0.47	-0.9845	-0.8755	-0.0475	-0.8485	-0.7815	0.029	-0.393	-0.516	-0.057	-0.4735	-0.2765	-1.254	-0.369	0.756	-0.12	0.244	-0.397	-0.18	0.1	-0.42
21447	0.28	-0.065	0.17	-0.62	-0.001	0.05	0.2375	0.06	-0.6425	0.1285	0.46	0.126	-2.77	0.59	-0.2425	0.02	-0.749	-0.34	-0.32	0.44	0.072	0.5335	-0.6375	0.3185	0.15	-0.9025	-0.15	-0.3785	0.16	0.096	-0.3275	0.2265	0.34	-0.262	-1.286	-0.344	-0.205	-1.72	-0.21	-0.13
21448	1.276	-0.8645	0.52	-0.09	0.4055	0.16	0.259	0.95	0.437	1.07	-0.3025	0.31	0.43	0.66	-0.2765	-0.11	0.09	-0.83	0.17	-1.379	0.365	0.597	0.2685	-0.242	0.41	-0.343	0.7385	0.743	0.618	0.961	0.635	0.846	-1.7925	0.706	-0.569	-0.404	-0.287	-0.39	-0.1	0.13
21449	-0.56	-0.363	-0.9	-0.24	-1.632	-0.23	0.0885	0.18	-0.6115	-1.3965	-0.504	-0.577	-1.21	-1.12	-0.7555	0.11	-1.007	-1.48	-0.94	-0.38	-1.7035	-1.2155	-1.36	-1.424	-1.3105	-1.948	0.392	-0.129	-0.191	-0.269	-1.203	-0.5615	-0.6535	-1.32	-1.347	-1.023	-0.675	0.8	-0.6	-0.77
21450	-0.64	-1.2645	-1.42	-0.22	-1.168	0.12	0.396	-0.27	0.636	-1.738	0.2755	-1.28	-1.41	-1.33	-1.663	-1.26	-0.714	-1.15	-0.26	-0.48	-1.3735	-0.422	0.1065	-0.5045	-1.2685	0.1125	-0.0195	0.3475	0.7935	0.5545	-0.4945	0.633	0.538	-0.457	-0.982	-1.033	0.782	-0.35	-0.65	-0.51
21451	-0.34	-0.3115	-0.01	-0.41	-0.84	0.01	0.3225	-0.22	-0.7905	-0.2805	-0.44	-0.181	-0.75	-0.37	-0.7315	0.05	-0.601	-0.96	-0.43	0.48	-0.3075	-0.9745	-0.669	-0.12	-0.707	-1.0085	-0.4085	-0.275	-0.4935	-0.474	-1.016	-0.2605	-1.2695	-1.003	-1.095	-1.078	-0.692	0.58	0.22	-0.41
21452	0.09	-1.468	-0.07	0.21	-0.628	-0.84	-0.3335	0.43	-0.273	-1.8765	-1.2145	-0.45	-1.09	0	-1.729	-0.53	-2.236	-0.34	-0.9	-2.56	-1.035	0.204	-0.653	-0.2355	-0.3265	-0.725	0.1025	0.0295	-1.3175	0.446	-1.1465	0.3275	-2.8445	0.874	-1.8	-1.533	-0.943	-0.8	-0.48	-1.46
21453	2.12	0.105	0.26	-0.06	0.4575	0.04	0.5545	0.43	-0.0945	0.7575	-0.122	1.057	-1.129	0.03	-0.6525	0	0.673	-0.3	0.433	0.19	0.3005	0.16	-1.0845	0.073	0.52	-0.683	-0.4085	0.423	0.3905	-0.4475	0.3235	0.143	0.5275	-0.763	0.217	0.038	-0.594	-0.65	0.81	-2.1
21454	-0.2	0.0715	-0.07	-0.23	-0.307	0.1	0.0265	-0.07	-0.159	0.016	0.7375	-0.29	0.55	0.03	-1.03	0.29	-0.869	-0.7	-0.1	-0.61	-0.7055	-0.115	0.104	0.0175	-0.2385	-0.193	0.084	-0.0605	-0.207	-0.2185	0.9135	0.0715	-0.237	-0.191	0.48	-0.858	0.429	1.12	-0.36	-0.51
21455	1.63	-0.1325	0.53	-0.34	0.2645	0.08	0.5485	0.77	-0.185	0.412	-0.3215	-0.481	0.47	-0.14	0.486	0.24	0.541	0.57	-0.269	-0.35	0.7365	0.449	-1.079	0.1725	1.1845	-1.105	0.1655	0.3785	-0.3115	-0.065	-0.1605	-0.299	-0.429	0.254	-0.588	-0.072	-0.129	0.56	0.28	0.08
21456	-0.95	-0.8675	-0.27	-0.81	-0.869	-0.84	0.52	-0.32	-1.3685	-0.928	-1.246	-0.8	0.12	-0.52	-1.305	-0.9	1.485	-0.4	-1.29	-0.03	-1.0135	-0.0495	-0.5415	-0.798	-1.042	0.4275	-0.745	-0.907	0.671	-0.8775	-1.8265	-0.638	-0.352	-0.195	-0.686	-0.216	-0.273	0.67	-0.45	-0.86
21457	2.51	-0.2315	0.37	-0.16	0.251	-0.2	-0.636	0.34	-0.1005	0.1855	-0.073	0.02	1.19	0.41	0.157	0.8	0.487	-0.03	-0.16	0.31	0.018	0.914	-0.106	0.0805	1.6575	-0.4345	-0.329	-0.266	-0.0115	-0.251	0.073	-0.099	-0.131	-0.402	0.056	-0.496	-0.32	-0.41	0	0.13
21458	-0.56	-1.0625	-0.11	-0.39	-0.8195	-0.23	-0.0355	-0.06	-0.643	-0.525	-0.6505	-0.04	-0.16	-0.25	-0.065	-0.35	-0.251	-0.64	-0.97	-0.02	-0.374	-0.3875	-0.059	-0.472	-1.017	-0.1445	-0.3005	-0.6395	-0.2795	-0.0035	-0.583	-0.3505	0.1295	-0.217	-1.042	-1.033	-0.435	-0.29	-0.51	-0.44
21459	1.779	0.4895	0.42	-0.202	0.4945	0.49	0.5495	-0.18	0.872	-0.094	0.319	1.087	0.88	0.31	0.125	NA	-0.163	0.16	0.26	2.15	0.4025	-0.019	0.4595	0.4175	0.0935	0.1295	0.12	0.2165	0.035	0.051	0.2935	0.7055	0.1435	-0.562	0.426	0.239	-0.222	0.83	0.55	0.37
21460	0.97	1.153	0.45	0.71	0.92	0.99	0.1635	-0.01	0.1935	1.4125	0.5735	0.4	0.91	0.21	1.1475	1.16	1.334	0.55	1.13	0.77	0.3335	0.6585	0.3105	0.8365	0.3555	1.6915	0.386	0.316	0.22	0.6355	-0.2965	0.294	0.4015	0.602	1.673	0.332	0.996	0.44	-0.07	1.6
21461	-1.16	0.977	0.1	-0.05	0.3555	0.74	0.105	1.46	-0.215	-0.2195	0.212	0.38	0.97	0.35	0.098	0.492	0.912	0.41	0.452	1.33	-0.125	-0.084	0.307	0.294	-0.2865	0.048	-0.2675	-0.123	0.3085	-0.0075	0.1375	-0.1675	0.2855	-0.846	0.159	0.549	-0.065	0.58	0.16	0.88
21462	0.14	-0.301	0.14	-0.05	-0.4755	0.04	0.8095	0.54	0.297	0.4095	-0.119	0.85	-0.03	-0.46	0.311	-0.25	0.378	-0.05	0.08	-0.58	-0.2375	-0.12	-0.178	-0.1805	-0.8665	0.201	0.0685	0.319	-0.6	0.2485	-0.552	0.368	-0.312	0.258	-0.411	-0.657	0.268	0.29	-0.56	-0.57
21463	0.7	0.54	0.67	-0.49	0.098	0.15	0.4925	0.19	-0.1305	-0.0995	0.0045	0.01	1.66	0.34	0.0325	0.321	0.821	0.43	-0.06	0.97	0.1865	0.488	0.1825	0.079	0.2165	0.2665	0.1825	0.164	0.291	0.1675	-0.0325	-0.113	0.1365	-0.583	-0.207	-0.221	-0.258	0.36	0.39	0.05
21464	0.45	-0.2415	0.33	-0.12	0.4155	0.68	0.697	0.26	0.183	0.458	0.282	-0.34	0.7	0.06	0.6555	0.35	0.214	0.3	-0.12	0.74	-0.193	-0.096	-0.1485	0.1855	-0.3975	0.4805	0.256	-0.16	-0.1715	0.0665	0.078	0.6605	0.3615	0.256	0.161	0.081	0.427	0.3	-0.3	-0.1
21465	0.41	1.538	0.52	-0.12	0.2375	0.63	0.661	-0.07	0.231	1.313	0.1285	0.41	0.64	0.23	0.652	-0.75	1.06	0.54	0.53	1.4	-0.0175	0.1675	0.4235	0.456	0.076	0.18	-0.3015	0.4245	0.052	-0.1425	-0.129	-0.033	1.01	-0.67	0.211	0.599	-0.02	-0.53	0.37	1.19
21466	-0.12	-0.043	0.61	-0.19	0.066	0.23	0.278	-0.14	-0.476	-0.118	-0.123	0.34	0.37	-0.21	-0.0125	0.58	1.347	0	-0.22	0.78	-0.485	-0.291	0.715	-0.625	-0.332	0.659	-0.4325	-0.339	0.181	0.282	-0.042	-0.1325	-0.07	0.601	0.393	0.758	-0.677	0.77	-0.38	-0.23
21467	NA	0.113	-0.23	0.32	0.7495	-0.03	0.714	1.3	0.878	0.454	0.2415	0.043	2.392	-0.14	-0.606	0.704	0.112	0.35	0.629	1.97	-0.65	0.123	0.5905	0.429	0.772	-0.34	0.1335	-0.4635	0.5245	-0.196	0.005	-1.462	0.4405	-0.476	0.313	0.082	0.588	-0.08	0.32	0.59
21468	-0.15	-0.241	-0.32	-0.61	0.367	-0.04	0.4455	-0.18	-0.1	-0.531	-0.1705	0.25	-0.13	-0.71	-0.4865	0.04	0.424	-0.59	0.48	-0.28	-0.244	0.75	0.3055	-0.128	0.4045	0.53	-0.0575	-0.419	0.1825	-0.648	-1.6705	-0.825	0.0335	-0.783	0.249	-0.034	0.033	0.17	-0.71	0.21
21469	0.06	-0.1725	-0.3	-0.11	-0.463	-0.23	0.1255	-0.35	0.198	-0.211	0.4935	-0.662	-0.29	-0.25	-0.696	0.23	-0.486	-0.9	-0.21	-0.46	-0.295	-1.032	-0.6745	-0.616	-0.2025	-0.9975	-0.238	-0.068	0.5395	0.458	-0.219	0.131	-0.741	-0.903	-0.551	-0.113	-0.485	-0.15	0.12	-0.39
21470	-0.47	-0.2745	0	-0.27	0.0965	-0.3	-0.209	-0.56	0.8195	0.2295	-0.308	-0.33	-0.12	0.58	-0.3745	-0.18	-0.495	0.23	-0.44	0.59	-0.427	0.3485	-0.1115	-0.1	0.405	-0.158	0.241	-0.2165	-0.0005	-0.447	-0.2595	-0.197	0.19	1.506	0.081	-0.427	0.202	-0.86	-0.24	-1.25
21471	1.02	0.2225	0.98	0.56	0.176	0.52	0.4785	0.73	0.7135	0.188	1.3775	0.067	1.06	0.19	-0.262	0.73	-0.086	0.37	0.55	-0.05	0.1535	0.0035	-0.2505	-0.938	0.2245	-0.639	0.4975	0.984	0.7595	0.699	-0.374	1.193	-0.3105	0.299	0.056	-0.758	-1.097	0.29	0.44	0.39
21472	0.35	0.3985	0.53	0.496	0.895	0.64	-0.0835	0.68	0.2165	1.081	-0.6305	1	0.68	0.82	0.7745	0.72	0.749	1.02	0.53	0.46	0.225	0.498	0.4645	0.4065	0.38	0.333	0.3665	0.5025	0.129	0.2575	-0.215	0.145	0.678	0.15	0.555	-0.341	0.398	-0.74	0.13	0.83
21473	-0.95	0.026	0.36	-0.28	-1.4615	-0.7	-1.0065	0.19	-0.991	-0.5615	-0.667	-1.709	-1.07	-0.44	-1.38	-1.44	-1.178	-0.97	-1.67	-1.57	-1.55	-1.3045	-1.1775	-1.8675	-1.48	-1.878	-1.0685	-0.2655	-1.1615	-0.533	-0.4835	-1.5835	-1.7535	-0.875	-0.93	-0.499	-1.808	-3.67	-0.13	-0.33
21474	-0.23	-0.5795	-0.21	-0.163	-0.3645	0.02	-0.2325	-0.11	-0.2805	-0.55	-0.4205	0.22	-0.03	-0.43	-0.295	-0.28	-0.868	0.52	-0.2	-0.24	-0.929	-0.472	-0.135	-0.499	-0.3745	-0.3585	-0.06	-0.162	0.1195	-0.038	-0.6825	0.2335	-0.426	-0.582	-1.198	-0.368	-0.064	0.03	-0.54	-0.42
21475	0.64	1.227	0.26	0.57	0.249	0.72	0.6575	0.84	0.063	0.7625	1.059	0.597	0.57	0.88	-0.5665	1.1	1.216	0.01	0.76	1.02	0.4225	-0.116	0.602	-0.1235	0.0805	-0.2465	-0.013	0.386	0.5615	0.6905	1.0505	-0.002	0.125	-0.318	0.654	-0.02	0.529	0.35	1.4	0.93
21476	-1.38	-0.125	-0.08	-0.018	-0.4355	-0.32	0.5055	-0.31	-0.167	-1.377	-0.8135	0.11	-0.13	0.62	-0.388	-0.33	-0.096	-0.69	-0.89	-0.54	-0.0785	-0.0615	-0.426	-0.315	-0.4855	-0.06	-0.1925	-0.7945	-0.012	-0.4005	-1.0005	-0.161	0.778	-0.471	-1.204	0.841	0.233	-0.66	-1.23	-1.11
21477	1.02	0.336	0.73	0.51	0.4465	0.33	0.9395	1.34	0.6955	2.8195	0.8275	0.504	0.02	0.68	0.7955	0.5	1.074	0.42	0.19	1.23	0.403	0.4275	0.5375	0.9005	-0.7955	0.238	0.196	0.7115	0.596	0.5555	1.008	0.6625	0.758	0.213	-0.295	0	0.33	-0.18	0.36	0.67
21478	-0.26	-0.8985	-0.84	-0.184	-0.4725	-0.37	0.147	-0.02	-0.6615	-0.582	-0.125	-0.68	-0.91	-0.81	-0.883	-0.78	0.386	-0.27	-0.63	0.2	-2.0545	-0.099	-0.4945	-0.883	-1.027	-1.0425	-0.088	-0.2635	-0.2375	-0.501	-0.065	0.055	-0.1405	0.093	-0.385	-0.325	-0.385	-0.01	-1.17	-0.6
21479	-0.78	0.018	-0.27	-0.01	-0.4285	-0.26	0.533	0.24	-0.029	0.0985	-0.18	-0.8	-0.28	-0.79	-1.4485	-0.4	0.338	-0.49	-0.39	-0.79	-0.793	-0.9815	-0.331	-1.1815	-0.748	-0.632	-0.6645	-0.2195	0.006	0.0705	-1.0745	-0.1475	-0.085	-0.937	-1.053	-0.752	-0.462	0.16	-0.16	-0.35
21480	0.14	-0.5435	-0.64	-0.075	-0.8605	-0.4	0.143	0.39	-0.4055	-1.177	-0.564	-0.04	-1.06	-0.65	-0.418	-0.59	0.162	-0.44	-0.68	-0.33	-1.4005	-0.27	-0.151	-0.3835	-0.7495	0.4385	-0.2485	0.1985	0.105	0.0805	-0.2105	0.1725	0.0175	-0.878	-1.683	-0.75	0.469	-0.88	-0.97	-0.53
21481	-1.16	0.0545	-0.44	-0.29	-0.403	-0.34	0.563	-0.15	0.033	0.0175	-0.6405	-1.04	-0.49	-1.09	-1.446	-0.38	0.086	-0.88	-0.53	-1.29	-0.631	-0.6765	-0.3965	-0.755	-0.186	-0.2415	-0.4385	-0.072	-0.184	-0.243	-0.912	-0.4155	-0.1185	-1.467	-0.617	-0.517	-0.019	0.06	0.27	-0.32
21482	-0.41	0.083	0.3	-0.95	1.3395	0.1	-0.0325	-0.62	0.81	0.0095	-0.367	-0.54	-0.216	0.78	-0.2325	0.42	-0.211	-0.17	-0.029	0.3	0.576	-0.018	-0.1245	-0.509	-0.084	0.077	-0.7375	0.0135	-0.364	-0.2025	0.709	-0.4805	-0.0435	-0.357	0.328	0.106	0.259	-0.97	-0.26	0.14
21483	-0.19	-1.6225	-1.57	-0.57	-1.6905	-0.98	-0.457	-0.28	-0.4855	-1.299	-0.437	-0.89	-0.67	-0.96	-1.1245	0.17	-2.588	-1.16	-0.47	-1.73	-0.7925	-0.9175	-1.238	-0.9085	0.04	-1.811	-0.5315	-0.721	-0.622	-0.1	-0.2745	-0.6365	-1.0435	-1.172	-0.294	-0.807	-0.706	-1.04	-0.33	-1.63
21484	-0.521	-0.014	0.08	-0.61	0.8705	-0.02	0.6105	-0.67	0.467	1.973	-0.562	-0.09	0.97	0.55	0.1205	0.364	1.114	0.15	-0.87	2.482	0.347	0.6675	0.2605	-0.414	1.812	1.734	-0.68	-0.207	-0.3735	1.137	0.296	-0.6905	1.8345	1.195	0.536	-0.76	0.678	1.55	0.62	0.87
21485	-0.59	-0.9095	-0.27	-0.04	-1.3925	-0.36	0.4615	-0.4	-0.342	-1.031	-0.261	-0.91	-0.87	-0.92	-1.087	-0.24	-0.497	-0.99	-0.5	-0.76	-0.47	-0.634	-0.07	-0.5435	-0.2055	-0.42	-0.1425	-0.291	0.037	-0.3565	-0.0705	0.6565	-0.1075	-1.242	-1.236	-0.667	-1.03	0.81	-0.39	-0.81
21486	0.322	-0.252	-0.02	-0.37	0.17	-0.04	0.371	0.63	-0.0425	0.3495	-1.3835	-1.39	0.73	0.89	0.1135	-0.18	-0.58	-1.04	0.21	0.82	0.634	0.2945	0.042	0.063	-0.0375	0.444	-0.453	-0.122	-0.274	0.1455	0.17	-0.0775	0.145	-0.352	-0.461	-0.621	0.347	-0.51	-0.53	-0.14
21487	-0.69	-2.146	-0.86	0.1	-1.3355	-0.62	0.1875	-1.11	-0.477	-2.415	-0.22	-0.75	-1.31	-1.15	-0.9715	-1.12	-2.966	-1.59	0.25	-0.86	-1.1405	-1.6795	-1.989	-0.635	-1.144	-1.2585	0.433	0.2455	-0.64	-0.239	0.2645	0.6565	-1.169	-0.956	-1.595	-1.848	-1.227	-2.23	-0.63	-1.93
21488	-0.8	-0.4025	0.06	-1.51	0.0285	-0.11	-0.008	-0.9	-0.078	-0.5235	-0.813	-0.11	-0.81	0.33	-0.5575	-0.62	-1.052	-0.46	-0.78	-0.6	0.737	0.0815	0.814	-1.1435	-0.7925	-0.012	-0.507	-0.2505	-0.19	-0.4815	-0.577	-0.634	-0.3465	-0.759	-1.082	-0.966	-0.51	-0.71	-0.933	-0.5
21489	-0.93	0.1085	0.12	0.03	0.07	0.44	1.573	-0.03	-0.378	-0.51	-0.085	-0.12	0.43	0.33	-0.1705	0.67	0.421	-0.56	-0.2	-2.82	0.3685	0.3095	0.044	0.33	0.3865	0.2585	0.224	0.4665	-0.199	0.025	0.223	-0.2875	1.2	-0.455	0.449	-0.263	1.412	0.04	0.13	0.46
21490	0.28	-1.0505	-0.51	-0.85	-0.9605	-0.3	0.1485	-0.06	-0.8145	-0.384	-1.2305	-0.11	-0.75	-0.14	-1.455	-0.81	-0.283	-0.96	-1.07	0.67	-1.627	-1.093	-0.5605	-2.709	-1.09	-0.0945	-1.6405	-0.769	-0.8325	-0.72	-0.191	-1.019	-0.646	-0.189	-1.572	-0.486	-0.469	-1.21	-1.76	0.09
21491	2.4	-0.294	-0.78	0.57	-0.0605	1.9	-0.3925	2.05	0.4155	1.452	1.343	-0.5	-2.322	-0.5	0.7095	0.94	-0.625	0.83	2.2	-0.36	-0.147	0.06	-0.5795	1.424	0.791	0.487	-0.9415	1.248	-0.7475	1.2795	-0.56	1.8675	0.398	0.508	-0.46	-1.038	0.171	-1.49	0.53	0.97
21492	-0.35	0.3045	0.48	-0.34	0.734	0.02	0.591	1.024	0.202	-0.2495	-0.0185	0.36	0.67	0.57	1.455	0.342	1.082	1.119	-0.08	1.266	0.104	0.674	0.296	0.432	-0.1695	1.002	-0.176	0.621	0.154	0.096	0.196	0.4715	0.8755	0.67	0.45	0.094	1.663	0.46	-0.43	0.12
21493	0.15	0.572	-0.38	-0.59	-0.3545	0.02	0.292	0.3	-0.0025	-0.151	-0.618	-0.322	-0.836	-0.12	-0.4105	0.19	0.408	-0.33	-0.06	0.76	0.4685	-0.0375	0.294	0.2155	0.4	-1.4215	-0.001	0.155	-0.1835	-0.583	-0.2805	0.1745	0.793	0.473	-0.201	-0.045	-0.429	-0.97	0.51	0.25
21494	NA	-1.2585	-0.95	-1.12	-0.455	-1.59	-1.0135	-1.52	-1.279	-0.8395	-0.8685	-0.02	-0.515	-1.21	-0.234	-2.03	-0.695	-2.11	-1.34	0.158	-1.033	-0.519	-1.8975	-0.2335	-0.6435	-0.7915	-1.5065	-1.558	-2.0355	-1.301	-1.033	-0.885	-0.711	-1.049	-0.912	-1.706	-0.223	-3	-2.23	-2.09
21495	-0.5	-0.4345	-0.37	-0.55	-0.911	0.16	0.602	-0.31	-0.0555	-0.546	-1.093	-0.7	-0.96	-0.22	-0.8765	0.01	-0.281	0.2	-0.43	-0.61	0.323	-0.793	-0.3115	-0.611	0.2695	-1.0155	-0.3845	-0.238	-0.358	-0.7285	-0.563	-0.027	-0.237	-0.921	-1.067	-0.952	-0.009	-0.04	-0.24	-0.93
21496	0.33	-1.7225	-0.85	-0.98	-1.853	-0.78	-1.495	0.08	-1.6395	-1.83	-1.569	-2.14	-1.27	-1.13	-1.0985	-1.69	0.504	-0.15	-1.41	-1.55	-0.8875	-0.761	-1.0455	-1.456	-1.1685	-0.768	-0.193	-1.47	-1.387	-1.507	-1.7645	-0.8525	-0.12	-0.839	-1.844	-1.972	0.334	-0.3	-0.52	-1.76
21497	0.27	0.4315	0.12	0.03	0.1135	0.4	0.557	0.32	-0.198	0.494	0.486	0.191	0.29	0.69	-0.392	0.32	-0.031	0.48	-0.17	-0.18	-0.026	-0.7215	-0.4245	-0.201	0.341	-0.647	-0.5965	0.371	-0.2255	0.07	0.503	0.0185	0.3215	0.447	0.005	0.313	-0.821	-0.89	0.69	-0.05
21498	1.27	0.117	1.09	-0.11	-0.073	0.32	-0.0155	1.34	-0.1025	-0.73	0.4455	-0.19	0.78	0.48	-0.1945	-0.14	-1.107	0.5	0.86	-1.26	0.223	0.0975	0.821	0.233	-0.0415	0.7925	1.081	1.507	0.716	1.104	0.047	0.6375	0.118	1.496	0.694	0.19	0.287	0.32	0.36	-0.85
